ind,sex,age_sim,lv_educ,empl_stat,marit_stat,house_memb,chil_u_18_y,nation,religion,soc_econ_stat,prof_ind,prof_stat,count_house,own_field,num_car_house,own_rent_house,edu,temperam,ind_risk_sim,invest_exp_sim,shares,corp_oblig,oth,inv_fund,cash,crypto,gov_bond,deposits,income_sim,pers_exp_sim,house_exp_sim,taxes_sim,transp_telecom_sim,hobby_sim,banking,bk_oprat,bk_dc,bk_cc,bk_acc,ins_prop,ins_life,ins_casco,health_ins,overdraft,cons_cred,mortgage,car_leas,pens_ins,.,lv_educ,empl_stat,marit_stat,house_memb,chil_u_18_y,nation,religion,soc_econ_stat,prof_ind,prof_stat,count_house,own_field,num_car_house,own_rent_house,edu,temperam,ind_risk_sim,invest_exp_sim,shares,corp_oblig,oth,inv_fund,cash,crypto,gov_bond,deposits,income_sim,pers_exp_sim,house_exp_sim,taxes_sim,transp_telecom_sim,hobby_sim,banking,bk_oprat,bk_dc,bk_cc,bk_acc,ins_prop,ins_life,ins_casco,health_ins,overdraft,cons_cred,mortgage,car_leas,pens_ins,,total
12993,2,57,3,4,1,3,0,1,3,0,9,6,1,1,1,1,5,1,0.46,0,0,0,0,0,0,0,0,1,10328,4779,800,752,1025,689,0,2,2,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
12994,2,50,4,5,1,2,2,1,7,0,5,6,1,0,0,0,3,2,0.59,0,0,0,0,0,0,0,0,1,5716,4193,514,157,537,886,0,3,3,1,1,1,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
12995,2,73,4,4,1,4,1,1,3,1,11,6,1,1,1,1,7,3,0.45,0,0,0,0,0,0,0,0,0,11259,4903,1268,820,1248,570,0,2,1,0,1,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
12996,1,45,1,3,2,2,1,1,3,0,1,2,1,0,1,1,3,4,0.43,5,0,0,0,0,0,0,0,1,7272,4797,1027,798,1098,900,0,2,2,0,1,0,0,0,0,0,0,0,1,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
12997,1,26,4,3,2,3,2,1,4,1,2,6,0,1,0,1,4,1,0.24,0,0,0,0,1,0,0,0,1,10916,4534,1015,984,1434,511,0,3,1,0,1,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
12998,1,73,4,3,2,2,1,1,3,1,2,2,1,0,0,1,3,2,0.41,5,0,0,0,0,0,0,0,1,6175,4194,315,445,956,400,0,5,2,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
12999,1,34,4,3,1,2,2,1,3,1,4,6,1,1,0,1,3,3,0.52,2,0,0,0,0,0,0,0,1,11669,4594,816,783,1214,859,0,3,1,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13000,2,30,3,2,1,4,0,1,1,0,7,6,1,0,0,1,5,1,0.52,0,0,0,0,0,0,0,1,1,6154,4418,202,181,962,835,0,3,1,0,1,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13001,1,53,5,4,4,2,1,1,3,1,2,2,0,0,0,0,3,3,0.79,3,0,0,0,0,0,0,0,1,15676,5323,1562,1597,1517,582,0,1,3,0,0,0,0,0,0,0,0,1,0,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
13002,1,52,2,3,1,1,0,1,3,1,5,2,1,0,1,0,3,4,0.82,0,0,0,0,0,0,0,0,1,5555,4099,448,283,655,233,0,4,1,0,1,0,1,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13003,2,47,4,3,1,3,0,1,3,1,11,5,1,1,0,1,6,4,0.44,0,0,0,0,0,0,0,0,1,11285,4968,1386,831,1009,915,0,3,2,0,0,0,0,0,0,0,0,0,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
13004,2,60,3,3,2,4,0,1,4,1,2,5,1,0,1,1,3,3,0.59,0,0,0,0,0,0,0,1,1,5962,4457,276,472,628,645,0,3,1,0,1,0,0,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13005,1,41,3,3,1,1,1,1,3,0,10,6,1,0,2,1,5,1,0.41,0,0,0,0,0,0,0,0,1,27668,5224,2676,1128,1803,672,0,4,1,1,1,0,0,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13006,1,38,2,3,2,3,2,1,3,0,6,2,1,0,0,1,3,2,0.56,0,0,0,0,0,0,0,0,1,11050,4937,832,921,1031,997,0,3,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13007,1,75,5,3,2,3,1,1,3,1,11,2,0,0,0,1,3,4,0.70,0,0,0,0,0,0,0,0,0,6162,4373,172,132,646,559,0,4,1,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13008,2,49,5,2,1,2,0,1,3,1,8,6,1,0,1,0,5,1,0.59,0,0,0,0,0,0,0,0,1,16318,5078,2731,1677,1771,654,0,2,1,0,1,0,0,0,0,0,0,0,0,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13009,2,29,3,4,3,2,0,1,3,0,12,6,1,1,0,0,3,1,0.58,3,0,0,0,0,0,0,0,1,5540,4284,134,493,535,453,0,3,1,0,1,1,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13010,2,62,4,3,1,1,0,1,3,1,10,6,0,0,1,1,3,1,0.40,6,0,0,0,0,0,0,0,0,5212,4133,377,470,632,2,0,3,1,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13011,1,55,1,3,4,3,3,1,5,1,10,6,1,1,1,1,3,1,0.55,0,0,0,0,0,0,0,0,1,5836,4483,328,378,726,52,0,4,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13012,2,48,4,4,2,1,0,1,3,1,2,6,1,0,1,1,3,1,0.73,7,0,0,0,1,0,0,0,1,21411,5040,1760,1737,1862,553,1,4,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13013,1,52,4,3,1,2,1,1,3,0,11,2,0,0,0,0,5,1,0.32,0,0,0,0,0,0,0,0,1,7322,4640,878,618,1259,792,0,4,2,0,1,0,0,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,,1
13014,1,82,4,3,2,3,0,1,3,1,12,3,1,1,0,1,3,3,0.21,1,0,0,0,0,0,0,0,1,11161,4778,1023,624,1162,536,0,3,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13015,1,35,4,3,4,3,0,1,3,1,10,4,1,0,0,0,2,2,0.50,10,0,0,0,0,0,0,0,1,5685,4044,73,328,828,247,0,3,1,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13016,2,70,1,3,2,2,1,1,3,1,5,2,1,0,0,1,5,3,0.38,0,0,0,0,1,0,0,0,1,10247,4647,648,537,1027,766,0,3,2,0,1,0,0,0,0,0,0,0,1,1,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,,0
13017,1,26,4,4,1,2,0,1,3,1,4,4,0,1,1,1,8,3,0.63,0,0,0,0,0,1,0,0,1,8149,4622,1078,721,1433,917,0,3,2,0,1,0,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13018,2,44,4,3,1,6,3,1,3,1,2,2,1,0,1,1,7,1,0.73,0,0,0,0,0,0,0,0,1,18281,5230,2805,1195,1692,752,0,2,2,0,1,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13019,1,60,4,3,1,2,0,1,4,1,12,2,0,0,1,1,3,1,0.36,0,0,0,0,0,0,0,0,1,11619,4771,635,659,1272,532,0,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
13020,2,16,4,3,1,6,2,3,4,1,5,5,1,0,0,1,3,1,0.28,0,0,0,0,0,0,0,0,1,5683,4007,400,272,663,368,0,2,1,0,1,0,0,1,0,1,1,0,0,0,,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13021,1,62,2,4,2,4,1,1,3,1,5,5,1,0,0,1,3,4,0.63,2,0,0,0,0,0,0,0,1,5451,4375,389,494,702,961,0,3,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13022,1,45,4,4,2,1,2,1,3,0,7,2,1,1,1,1,3,2,0.41,0,0,0,0,0,0,0,1,1,5551,4128,564,411,507,671,0,4,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
13023,2,28,4,3,1,5,1,1,3,0,2,6,0,1,0,0,3,4,0.36,0,0,0,0,1,0,0,0,1,5978,4210,387,248,952,193,0,4,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,1
13024,2,56,2,3,1,2,1,1,4,1,9,4,0,0,0,1,3,1,0.49,0,0,0,0,0,0,0,0,1,103608,5949,3655,2315,2354,914,0,4,2,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
13025,2,65,4,2,3,2,1,1,3,0,2,2,0,0,0,1,3,1,0.32,0,0,0,0,0,0,0,0,1,5280,4220,189,429,501,997,0,4,2,1,1,0,1,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13026,2,58,3,3,1,3,0,1,3,0,11,6,1,0,1,0,1,4,0.53,0,0,0,0,0,0,0,0,1,5841,4056,471,350,951,134,0,4,1,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13027,2,62,3,4,2,1,1,1,6,1,11,2,1,0,2,1,4,1,0.66,0,0,0,0,0,0,0,0,0,8492,4548,948,582,1018,868,0,3,1,1,1,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,,1
13028,2,51,5,3,1,2,1,1,3,1,5,6,1,0,0,1,3,3,0.46,0,0,0,0,0,0,0,0,1,27265,5029,1746,1430,1616,512,0,3,2,0,1,0,0,0,0,1,1,0,0,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,,1
13029,1,40,4,5,2,2,2,1,3,1,4,2,0,0,2,1,7,1,0.58,2,0,0,0,0,0,0,0,0,6653,4537,631,528,1300,707,0,3,2,1,1,0,0,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13030,1,35,4,2,2,2,0,1,3,0,5,4,0,0,0,1,3,4,0.32,0,0,0,0,0,0,0,0,1,5368,4468,532,157,562,354,0,2,1,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13031,2,67,2,3,1,1,0,1,6,0,2,2,1,0,0,1,4,3,0.72,5,0,0,0,0,0,0,0,1,8460,4650,1154,780,1334,825,0,3,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13032,1,76,5,2,2,2,2,1,3,0,2,2,1,0,1,1,3,4,0.62,0,0,0,0,0,0,0,0,1,6059,4081,539,247,844,739,0,4,2,0,1,0,0,0,0,1,0,0,0,0,,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13033,2,35,5,3,2,3,1,1,3,1,11,2,1,0,1,1,3,1,0.53,0,0,0,0,0,0,0,0,0,5524,4322,104,487,740,124,0,4,1,0,1,0,0,0,0,0,0,0,1,0,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13034,1,16,4,3,4,2,0,1,6,1,9,5,1,1,0,1,3,2,0.66,0,0,0,0,0,0,0,0,1,9030,4525,604,805,1388,998,0,4,2,0,1,0,0,0,0,1,1,0,0,0,,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13035,2,39,2,3,1,3,1,1,3,1,7,2,0,0,0,1,3,3,0.68,0,0,0,0,0,0,0,0,1,11572,4924,1138,655,1168,651,1,3,3,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13036,1,43,4,4,2,3,1,1,4,0,2,2,0,0,1,1,1,3,0.37,0,0,0,0,0,0,0,0,1,5200,4232,582,309,969,95,0,3,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
13037,2,79,3,3,2,3,0,1,4,1,5,5,0,0,0,1,7,1,0.44,10,0,0,0,0,0,0,0,1,6126,4264,53,450,961,323,0,3,1,1,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,0
13038,1,35,4,4,3,2,0,1,3,1,10,2,0,0,0,1,3,1,0.31,6,0,0,0,0,0,0,0,1,15738,5302,1587,1080,1961,568,1,3,1,0,1,0,0,0,0,1,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13039,1,44,4,3,2,2,2,1,3,1,2,2,0,0,0,1,5,4,0.83,23,0,0,0,0,0,0,0,1,23995,5080,2563,1638,1609,850,0,4,2,1,1,0,0,0,0,0,0,0,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,1
13040,1,71,4,3,1,1,2,1,3,1,7,2,1,1,2,1,3,4,0.53,0,0,0,0,0,0,0,0,1,7634,4755,874,868,1332,694,0,4,2,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13041,1,33,4,4,4,2,2,1,3,0,8,2,0,1,0,1,3,4,0.62,0,0,0,0,0,0,0,0,1,5380,4229,525,347,755,124,0,3,3,1,1,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13042,1,75,4,3,2,3,0,1,3,1,9,6,1,1,2,1,3,1,0.57,0,0,0,0,0,0,0,0,1,5750,4242,155,260,648,849,0,3,2,0,1,0,1,0,0,1,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,,1
13043,1,69,4,3,4,3,2,1,5,1,5,2,0,0,1,1,2,4,0.49,23,0,0,0,0,0,0,0,0,5468,4308,83,174,621,734,0,3,2,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,0
13044,1,49,1,3,1,5,1,1,7,1,2,6,1,0,0,0,3,1,0.42,0,0,0,0,1,0,0,0,1,5272,4001,100,403,574,998,0,3,2,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13045,1,28,2,1,2,1,0,1,3,0,3,5,1,1,1,1,3,3,0.61,0,0,0,0,0,0,0,0,1,8191,4883,1339,596,1162,662,0,3,1,0,1,0,0,0,0,0,1,0,0,1,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13046,2,57,4,4,3,4,0,1,3,0,11,5,0,0,1,1,5,4,0.50,1,0,0,0,0,0,0,0,1,7186,4950,1337,717,1380,905,1,3,1,0,0,0,0,1,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
13047,1,45,2,3,1,3,1,1,3,1,11,2,1,0,1,1,4,3,0.54,0,0,0,0,0,1,0,0,1,8430,4524,984,538,1123,565,1,2,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13048,1,26,1,3,4,3,2,1,3,1,9,1,0,0,1,1,3,1,0.53,0,0,0,0,0,0,0,0,1,5479,4495,9,405,504,194,0,2,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13049,2,76,3,3,1,2,0,1,3,1,10,4,1,0,1,0,3,4,0.66,0,0,0,0,0,0,0,0,1,10244,4883,820,709,1328,737,0,2,2,0,1,0,0,0,0,0,1,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,0
13050,2,58,5,3,1,3,1,1,3,0,5,6,0,0,1,1,1,4,0.41,0,0,0,0,0,0,0,1,1,5338,4276,23,19,589,821,1,2,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,1
13051,1,41,5,3,2,4,2,1,3,0,10,6,1,0,1,1,3,3,0.58,0,0,0,0,0,0,0,1,1,5604,4468,407,307,781,499,0,3,2,0,1,1,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13052,2,35,4,3,2,2,0,1,3,0,2,2,1,0,0,1,3,4,0.37,0,0,0,0,1,0,0,0,0,5587,4063,233,442,835,14,0,4,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1
13053,1,29,5,3,2,3,0,1,3,0,9,5,0,0,0,1,3,1,0.57,0,0,0,0,0,0,0,0,1,22473,5057,1721,1968,1872,558,0,3,1,0,1,0,0,0,0,1,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13054,1,49,5,3,2,2,1,1,3,1,2,2,0,0,2,1,7,1,0.57,1,0,0,0,0,0,0,0,1,5968,4221,198,426,684,171,0,4,2,0,1,0,0,0,0,0,0,0,1,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13055,2,39,4,4,4,1,0,1,3,0,9,2,1,0,1,1,3,1,0.47,0,0,0,0,0,0,0,0,1,13530,5199,2245,1712,1596,781,0,4,1,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13056,2,58,5,2,2,3,1,1,3,0,6,6,0,0,0,1,3,4,0.48,0,0,0,0,0,0,0,0,1,5624,4123,510,25,527,402,0,3,1,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13057,2,64,4,3,2,1,1,1,1,1,11,6,1,0,0,1,5,3,0.53,3,0,0,0,0,0,0,0,1,8306,4868,1463,527,1093,916,0,3,2,0,1,0,1,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,1
13058,1,63,3,2,1,3,1,1,3,1,2,2,1,0,0,1,3,1,0.88,5,0,0,0,0,0,0,0,0,9696,4977,1400,983,1375,933,0,2,1,0,1,0,0,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,,1
13059,2,83,3,4,2,3,0,1,3,1,4,5,1,0,1,1,3,2,0.54,0,0,0,0,0,0,0,0,1,5329,4324,223,332,570,0,0,3,2,0,1,0,0,0,0,1,1,0,0,0,,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,,0
