sex,age_sim,lv_educ,empl_stat,marit_stat,house_memb,chil_u_18_y,nation,religion,soc_econ_stat,prof_ind,prof_stat,count_house,own_field,num_car_house,own_rent_house,edu,temperam,ind_risk_sim,invest_exp_sim,shares,corp_oblig,oth,inv_fund,cash,crypto,gov_bond,deposits,income_sim,pers_exp_sim,house_exp_sim,taxes_sim,transp_telecom_sim,hobby_sim,banking,bk_oprat,bk_dc,bk_cc,bk_acc,ins_prop,ins_life,ins_casco,health_ins,overdraft,cons_cred,mortgage,car_leas,pens_ins
1,44,4,3,2,2,1,1,3,0,4,3,1,0,1,1,3,2,0.36320114,1,0,0,0,0,0,0,0,1,14158,4434,468,734,993,311,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,3,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.41322196,0,0,0,0,0,0,0,0,0,13907,4381,450,680,937,315,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,43,4,3,1,2,1,1,3,1,6,3,1,0,1,1,5,3,0.7356066,0,0,0,0,0,0,0,0,1,31234,4788,752,790,1449,398,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,43,4,3,2,2,1,1,3,0,4,4,1,0,1,1,3,2,0.36644405,1,0,0,0,0,0,0,0,1,17428,4232,406,1003,810,270,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,53,4,4,2,2,1,2,3,0,4,3,1,0,1,1,4,3,0.5364107,0,0,0,0,0,0,0,0,1,24229,4814,590,984,1306,348,0,3,1,0,1,0,0,0,0,1,0,0,0,0
2,75,3,5,3,1,2,2,3,0,5,1,1,0,0,0,4,4,0.5286283,0,0,0,0,0,0,0,0,1,30291,5437,621,920,2107,307,0,3,1,0,1,0,0,0,0,1,1,0,0,0
1,41,4,3,1,2,1,1,3,0,4,3,0,0,1,1,3,2,0.35638615,1,0,0,0,0,0,0,0,1,15842,4376,551,652,849,333,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,3,3,1,2,1,1,2,0,4,3,1,0,0,1,4,2,0.41883358,0,0,0,0,0,0,0,0,0,21392,4422,468,668,981,277,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,2,0.4735698,1,0,0,0,0,0,0,0,1,15003,4430,442,965,921,308,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,1,2,1,1,3,0,4,3,0,0,1,1,3,2,0.3587812,0,0,0,0,0,0,0,0,0,19636,4366,475,663,900,313,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,2,1,1,3,0,4,4,1,0,1,1,3,3,0.35384408,1,0,0,0,0,0,0,0,1,19628,4312,270,755,903,324,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,1,1,1,3,0,4,3,1,0,1,1,4,2,0.53781676,1,0,0,0,0,0,0,0,1,19894,4519,373,851,965,284,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,62,3,5,2,1,2,2,4,0,4,2,1,0,0,0,5,4,0.669683,0,0,0,0,0,0,0,0,1,36057,5332,601,661,2068,291,0,4,1,0,1,0,0,0,0,1,1,0,0,0
2,54,4,3,2,1,1,1,2,0,3,2,1,0,0,0,3,3,0.34572265,0,0,0,0,0,0,0,0,1,22018,4754,302,686,1219,245,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,5,4,1,0,1,1,4,2,0.5080721,0,0,0,0,0,0,0,0,1,20153,4414,608,937,1006,307,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,3,3,1,2,1,1,3,0,4,3,0,0,0,0,3,2,0.3700325,1,0,0,0,0,0,0,0,0,18121,4390,414,673,927,313,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,3,2,1,1,1,1,2,0,3,3,0,0,0,0,3,2,0.31362104,1,0,0,0,0,0,0,0,0,15343,4305,315,616,836,268,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,0,1,2,0,3,3,1,0,1,1,4,3,0.37872165,0,0,0,0,0,0,0,0,0,28038,4313,544,751,889,290,0,4,0,0,1,0,0,0,0,1,0,0,0,0
1,39,4,3,1,2,1,1,3,0,5,3,1,0,1,1,4,2,0.57066023,1,0,0,0,0,0,0,0,1,15590,4624,612,939,1165,333,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,1,2,0,1,2,0,4,3,0,0,1,1,4,2,0.3826373,1,0,0,0,0,0,0,0,1,20740,4342,447,822,905,309,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,3,0.47152594,0,0,0,0,0,0,0,0,1,19980,4517,534,679,1068,334,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,2,1,1,3,0,4,3,0,0,0,1,3,2,0.32167557,1,0,0,0,0,0,0,0,1,14701,4351,556,585,900,363,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,54,4,3,2,1,1,1,3,0,3,2,1,0,0,0,3,3,0.33961907,0,0,0,0,0,0,0,0,1,18007,4773,344,697,1157,288,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,1,2,1,1,2,0,6,4,1,0,1,1,5,3,0.443429,2,0,0,0,0,0,0,0,1,28718,4461,540,1057,859,339,0,4,1,0,1,0,0,0,0,1,0,0,0,0
2,75,3,5,3,1,1,2,3,0,4,1,1,0,0,0,4,4,0.4311979,0,0,0,0,0,0,0,0,1,29883,5341,434,966,2092,161,0,3,0,0,1,0,0,0,0,1,1,0,0,0
1,40,4,3,1,2,1,1,3,0,5,3,0,0,1,1,4,2,0.41402537,2,0,0,0,0,0,0,0,1,20270,4410,490,909,778,325,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,2,0.43552127,0,0,0,0,0,0,0,0,1,17747,4411,526,793,1008,320,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,3,2,1,2,1,1,2,0,3,3,0,0,0,0,3,2,0.3570023,1,0,0,0,0,0,0,0,0,17303,4366,329,668,881,270,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,56,3,4,2,2,1,2,3,0,4,3,1,0,0,0,4,3,0.50283474,0,0,0,0,0,0,0,0,1,22519,4842,723,613,1504,444,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.45970318,0,0,0,0,0,0,0,0,1,18967,4521,561,686,1108,322,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,1,6,4,1,0,1,1,4,2,0.5432764,1,0,0,0,0,0,0,0,1,19416,4611,850,869,1156,367,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,1,1,3,0,5,3,1,0,0,1,3,3,0.44275254,0,0,0,0,0,0,0,0,1,18955,4610,585,580,1163,364,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,56,3,4,2,1,1,2,3,0,3,2,1,0,0,0,4,3,0.5105056,0,0,0,0,0,0,0,0,1,24765,4854,429,650,1561,311,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,1,2,0,2,2,0,5,4,1,0,1,1,4,3,0.5053393,0,0,0,0,0,0,0,0,1,34205,4461,541,934,847,311,0,4,0,1,1,0,0,0,0,1,0,0,0,0
1,39,4,3,1,2,1,1,3,0,5,3,1,0,1,1,4,2,0.6272798,0,0,0,0,0,0,0,0,1,21868,4661,698,974,1299,342,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.44008976,1,0,0,0,0,0,0,0,1,14365,4488,533,757,1051,321,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,3,2,1,1,0,1,2,0,3,3,0,0,1,0,3,2,0.29334962,2,0,0,0,0,0,0,0,0,22538,4126,181,800,741,229,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,40,3,2,2,2,1,1,3,0,4,3,0,0,1,1,3,2,0.34723476,2,0,0,0,0,0,0,0,0,14270,4264,513,904,814,282,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,3,3,2,2,0,1,2,0,4,4,0,0,1,1,3,3,0.33775306,1,0,0,0,0,0,0,0,0,19621,4260,460,640,797,359,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,50,3,3,2,1,1,1,3,0,3,3,1,0,0,0,3,3,0.33236378,0,0,0,0,0,0,0,0,1,17319,4488,367,684,1088,307,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,41,4,3,1,2,2,1,3,0,6,3,1,0,0,1,4,3,0.6654508,0,0,0,0,0,0,0,0,1,26703,4847,531,880,1414,349,0,4,1,0,1,0,0,0,0,1,0,0,0,0
2,75,3,5,3,1,2,2,4,0,4,2,1,0,0,0,4,4,0.5098565,0,0,0,0,0,0,0,0,1,29095,5360,928,483,2038,495,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,41,4,3,1,2,0,2,2,0,5,3,1,0,1,1,4,3,0.49292797,0,0,0,0,0,0,0,0,0,34580,4329,335,772,878,232,0,4,0,0,1,0,0,0,0,1,0,0,0,0
1,44,4,3,1,2,2,1,3,0,5,3,1,0,0,1,3,3,0.5481142,0,0,0,0,0,0,0,0,1,18631,4540,487,752,1174,346,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,36,4,2,1,2,1,1,2,0,4,3,1,0,1,1,3,2,0.37264505,1,0,0,0,0,0,0,0,0,16396,4387,323,727,890,312,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,4,3,2,1,1,1,3,0,4,4,0,0,1,1,3,2,0.32636988,2,0,0,0,0,0,0,0,0,13165,4259,459,806,830,336,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,3,3,1,2,1,1,3,0,4,3,0,0,0,0,3,2,0.3969903,0,0,0,0,0,0,0,0,1,18953,4469,445,598,1020,296,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,2,0,4,3,0,0,1,1,3,2,0.36963072,0,0,0,0,0,0,0,0,1,18542,4361,562,680,884,319,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,43,4,4,1,2,2,1,3,0,5,3,1,0,1,1,4,3,0.5746314,0,0,0,0,0,0,0,0,1,23988,4701,586,769,1265,422,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,2,2,2,1,3,1,6,3,1,0,1,1,4,2,0.66804415,1,0,0,0,0,0,0,0,1,16197,4685,732,1103,1187,389,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,2,0,4,3,0,0,1,1,3,2,0.41634116,2,0,0,0,0,0,0,0,0,20277,4491,403,709,856,293,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,59,4,4,2,2,1,2,2,0,4,2,1,0,0,0,4,3,0.4134843,0,0,0,0,0,0,0,0,1,24894,4948,586,736,1568,290,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,2,0,3,3,0,0,0,1,3,2,0.37006086,1,0,0,0,0,0,0,0,0,17961,4386,434,670,952,297,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,67,4,4,2,2,1,2,2,0,4,1,1,0,0,0,4,3,0.45673668,0,0,0,0,0,0,0,0,1,23935,5113,514,811,1826,316,0,3,1,0,1,0,0,0,0,0,1,0,0,0
1,38,4,2,1,2,1,1,3,0,3,3,1,0,1,0,3,2,0.34506053,1,0,0,0,0,0,0,0,0,15024,4340,337,697,886,286,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,47,3,3,2,1,1,1,3,0,3,3,1,0,1,0,4,3,0.42071822,0,0,0,0,0,0,0,0,1,20163,4492,596,632,1122,291,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,5,4,1,0,1,1,4,2,0.5622625,1,0,0,0,0,0,0,0,1,19117,4568,513,1087,997,347,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,37,4,2,1,2,0,1,2,0,4,3,0,0,1,1,3,2,0.41131923,0,0,0,0,0,0,0,0,0,18520,4355,420,664,853,268,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,2,0,1,2,0,4,4,0,0,1,1,4,3,0.34547892,0,0,0,0,0,0,0,0,0,22288,4237,507,987,767,331,0,3,0,0,1,0,0,0,0,1,0,0,0,0
1,38,4,3,1,2,1,1,3,0,4,3,0,0,0,0,3,2,0.4175459,0,0,0,0,0,0,0,0,0,17962,4419,441,654,967,311,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,0,1,2,0,4,3,0,0,1,1,3,2,0.36689135,1,0,0,0,0,0,0,0,0,23423,4249,425,753,806,272,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2,54,3,3,2,1,1,1,3,0,3,2,1,0,0,0,3,3,0.37067395,0,0,0,0,0,0,0,0,1,22252,4744,352,739,1410,210,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,39,3,3,1,2,1,1,3,0,4,3,0,0,0,1,4,2,0.46975157,1,0,0,0,0,0,0,0,1,21154,4496,465,688,985,292,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,2,2,1,1,3,0,4,3,1,0,1,1,3,2,0.33344132,1,0,0,0,0,0,0,0,1,13523,4308,490,637,870,320,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.43792436,1,0,0,0,0,0,0,0,1,21429,4384,398,852,888,286,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,55,3,4,2,1,1,1,3,0,4,1,1,0,0,0,3,3,0.47219327,0,0,0,0,0,0,0,0,1,26504,4943,401,628,1590,270,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,1,0,1,2,0,4,4,0,0,1,1,3,2,0.30473897,1,0,0,0,0,0,0,0,0,16286,4189,358,709,812,303,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,2,2,1,1,2,0,3,3,0,0,0,0,3,2,0.3119155,1,0,0,0,0,0,0,0,0,16126,4421,349,616,955,287,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,3,3,1,2,1,1,2,0,3,3,0,0,0,0,3,2,0.34132385,1,0,0,0,0,0,0,0,0,14468,4364,411,662,888,317,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,50,4,3,2,1,1,1,2,0,4,2,1,0,0,0,3,3,0.40252572,0,0,0,0,0,0,0,0,1,21976,4745,353,614,1238,297,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,41,4,3,1,2,2,1,3,1,6,3,1,0,1,1,4,2,0.641115,0,0,0,0,0,0,0,0,1,19782,4658,503,931,1163,378,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.4500029,1,0,0,0,0,0,0,0,1,17828,4546,437,666,1000,315,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,4,0,0,1,1,4,2,0.39408684,1,0,0,0,0,0,0,0,1,19571,4375,455,838,851,273,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,50,3,3,2,1,1,1,3,0,3,3,1,0,0,0,3,3,0.39643177,0,0,0,0,0,0,0,0,1,18780,4659,530,756,1252,283,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,50,3,4,2,2,2,1,4,0,6,3,1,0,0,1,4,3,0.64140135,0,0,0,0,0,0,0,0,1,28389,4907,898,772,1559,384,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,42,4,3,2,2,1,1,2,0,4,3,0,0,1,1,4,2,0.37150565,0,0,0,0,0,0,0,0,0,21064,4352,654,787,897,334,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2,45,4,3,1,2,0,1,3,0,5,5,1,0,1,1,6,3,0.5438031,4,0,0,0,0,0,0,0,1,29281,4333,548,1336,917,367,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,43,4,3,2,2,1,1,3,1,5,3,1,0,1,1,4,2,0.5643244,2,0,0,0,0,0,0,0,1,14648,4570,855,1107,1242,373,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,37,4,2,1,2,1,1,3,0,4,3,0,0,0,1,3,2,0.3596671,1,0,0,0,0,0,0,0,0,15958,4371,419,694,870,305,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,37,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.4583815,2,0,0,0,0,0,0,0,0,16432,4462,511,883,868,329,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,46,4,3,2,2,1,1,3,0,5,4,0,0,1,1,4,3,0.38274923,2,0,0,0,0,0,0,0,1,12441,4290,613,990,891,380,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,3,2,1,1,1,3,0,4,3,0,0,1,1,4,2,0.37726372,1,0,0,0,0,0,0,0,0,15416,4302,475,814,881,284,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,2,1,1,1,3,0,4,3,1,0,0,0,3,3,0.44101208,0,0,0,0,0,0,0,0,1,17002,4547,453,695,1137,324,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,48,4,3,1,2,1,2,2,0,5,5,1,0,1,1,4,3,0.46527892,0,0,0,0,0,0,0,0,1,34889,4170,446,1182,654,247,0,4,0,0,1,0,0,0,0,1,0,0,0,0
1,46,4,3,2,1,1,1,3,0,4,3,0,0,1,1,4,3,0.42461786,0,0,0,0,0,0,0,0,1,17161,4483,525,713,1027,299,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.3843495,1,0,0,0,0,0,0,0,0,12602,4397,480,741,954,296,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,47,3,3,2,2,1,1,2,0,4,3,1,0,0,0,4,3,0.43508554,0,0,0,0,0,0,0,0,1,22854,4698,675,629,1254,349,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,3,3,1,2,1,1,3,0,4,3,0,0,0,0,3,2,0.36902612,0,0,0,0,0,0,0,0,0,15123,4437,539,660,1035,328,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,1,1,1,3,0,3,3,1,0,0,0,3,2,0.35482806,1,0,0,0,0,0,0,0,0,16768,4496,388,671,1049,283,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,0,1,3,0,4,4,1,0,1,1,4,2,0.40111017,3,0,0,0,0,0,0,0,1,24873,4306,280,898,953,342,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,43,4,3,2,1,1,1,3,0,3,3,1,0,0,0,3,2,0.40023395,1,0,0,0,0,0,0,0,0,16035,4445,371,643,1006,329,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,3,3,0,0,0,0,3,2,0.34250706,1,0,0,0,0,0,0,0,0,14188,4369,475,640,983,339,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,4,2,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.35176933,1,0,0,0,0,0,0,0,0,15216,4382,358,663,879,313,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,2,0,4,3,0,0,1,1,3,2,0.36702576,1,0,0,0,0,0,0,0,0,15069,4421,390,711,888,284,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,2,2,1,1,3,0,5,3,1,0,1,1,3,2,0.4788052,0,0,0,0,0,0,0,0,1,13644,4503,461,780,1013,348,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,4,2,0.4626642,2,0,0,0,0,0,0,0,1,17089,4495,574,799,1027,369,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,48,4,3,1,1,1,1,3,0,3,2,1,0,1,0,3,2,0.4501141,0,0,0,0,0,0,0,0,1,25581,4604,149,806,1056,233,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,1,1,3,0,4,4,1,0,1,1,3,2,0.39245886,2,0,0,0,0,0,0,0,1,17276,4311,369,819,962,323,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,1,1,1,1,2,0,3,2,1,0,0,0,3,2,0.34561548,0,0,0,0,0,0,0,0,1,15400,4499,347,625,1014,295,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1,48,4,3,2,1,1,1,3,0,3,3,1,0,1,0,4,3,0.3983961,0,0,0,0,0,0,0,0,1,18642,4563,441,875,1086,278,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,2,1,3,1,5,3,1,0,1,1,4,2,0.6120613,1,0,0,0,0,0,0,0,1,18196,4586,613,876,1178,350,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,49,3,4,2,2,1,2,3,0,4,4,1,0,1,1,4,3,0.4202217,0,0,0,0,0,0,0,0,1,19539,4480,638,766,1112,384,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,40,3,3,1,2,1,1,3,0,4,3,0,0,0,0,3,2,0.383104,1,0,0,0,0,0,0,0,1,15717,4457,445,662,1043,326,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,3,0,4,3,1,0,0,1,3,2,0.4015661,1,0,0,0,0,0,0,0,0,15301,4423,423,727,904,306,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,2,1,2,1,1,3,0,4,3,0,0,1,1,3,2,0.40219542,1,0,0,0,0,0,0,0,0,14764,4440,476,763,922,315,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,50,3,4,2,2,1,2,3,0,5,4,1,0,1,1,4,3,0.37732208,0,0,0,0,0,0,0,0,1,21055,4535,638,683,997,421,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,43,3,3,2,2,1,1,3,0,3,3,0,0,0,0,3,2,0.37108415,1,0,0,0,0,0,0,0,0,12811,4488,499,758,1058,318,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,3,3,1,2,0,1,2,0,3,4,0,0,1,1,3,2,0.33808437,1,0,0,0,0,0,0,0,0,21011,4237,94,874,804,267,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,1,0,1,3,0,4,3,0,0,1,1,4,2,0.38451636,0,0,0,0,0,0,0,0,0,27129,4207,291,929,858,251,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,40,3,3,1,2,0,1,2,0,4,3,0,0,1,1,3,2,0.357072,0,0,0,0,0,0,0,0,0,19106,4300,446,626,862,314,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2,50,4,3,2,2,1,2,3,0,4,3,1,0,0,0,4,3,0.45388934,0,0,0,0,0,0,0,0,1,24952,4642,509,676,1217,300,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,4,1,0,1,1,3,2,0.3645205,1,0,0,0,0,0,0,0,1,17952,4370,353,756,875,304,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,38,4,3,1,2,1,1,2,0,4,3,1,0,1,1,3,2,0.38883165,1,0,0,0,0,0,0,0,0,17222,4353,554,718,936,307,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,3,0,0,1,1,4,3,0.38376316,0,0,0,0,0,0,0,0,1,18182,4358,605,680,940,334,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,0,0,1,1,3,2,0.3787927,1,0,0,0,0,0,0,0,1,15790,4414,658,681,968,357,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,39,3,2,1,1,0,1,2,0,3,3,0,0,0,0,3,2,0.34052718,1,0,0,0,0,0,0,0,0,18285,4253,339,710,785,269,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,64,3,4,2,1,1,2,3,0,3,1,1,0,0,0,3,3,0.38659817,0,0,0,0,0,0,0,0,1,25570,5021,440,728,1683,260,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,45,4,3,2,2,2,1,3,0,5,4,1,0,1,1,4,3,0.52494967,0,0,0,0,0,0,0,0,1,21181,4563,633,756,1100,434,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1,40,4,3,1,2,1,1,3,0,4,3,1,0,1,1,3,2,0.3767216,2,0,0,0,0,0,0,0,1,18681,4357,319,708,880,305,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,1,1,1,3,0,5,4,0,0,1,1,4,2,0.46077564,1,0,0,0,0,0,0,0,1,20209,4374,302,956,854,286,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,1,1,1,3,0,3,3,1,0,1,1,4,2,0.45143297,1,0,0,0,0,0,0,0,0,19018,4376,309,954,955,258,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,3,0,4,3,0,0,1,1,3,2,0.3405911,1,0,0,0,0,0,0,0,0,15061,4365,466,735,925,298,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,49,3,3,2,2,1,1,2,0,3,2,1,0,0,0,3,3,0.33956876,0,0,0,0,0,0,0,0,1,20539,4637,337,674,1169,261,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,66,3,5,2,1,1,2,3,0,4,1,1,0,0,0,4,4,0.56261563,0,0,0,0,0,0,0,0,1,33478,5248,352,856,2005,187,0,3,1,0,1,0,0,0,0,1,1,0,0,0
1,38,3,2,1,2,1,1,2,0,3,3,0,0,0,0,3,2,0.33920035,1,0,0,0,0,0,0,0,0,15289,4357,384,651,875,296,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,41,4,3,1,2,1,1,2,0,3,3,0,0,0,1,4,2,0.40616146,1,0,0,0,0,0,0,0,0,20787,4424,291,732,978,271,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,0,1,2,0,5,4,1,0,1,1,4,2,0.4660912,1,0,0,0,0,0,0,0,0,30411,4314,168,915,816,267,0,4,1,0,1,0,0,0,0,1,0,0,0,0
1,45,4,3,1,2,0,1,3,0,4,4,1,0,1,1,4,2,0.38950205,2,0,0,0,0,0,0,0,0,18263,4291,225,963,849,272,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,42,4,3,1,2,1,1,3,0,4,4,1,0,1,1,3,2,0.32522237,1,0,0,0,0,0,0,0,0,16156,4260,429,797,837,292,0,3,1,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,2,0,1,3,0,4,4,0,0,1,1,4,2,0.33598676,1,0,0,0,0,0,0,0,0,18382,4243,498,872,826,291,0,3,0,0,1,0,0,0,0,0,0,0,0,0
1,44,4,3,2,2,1,1,3,0,4,4,0,0,1,1,4,3,0.41436303,0,0,0,0,0,0,0,0,1,19738,4350,523,781,970,316,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,59,3,4,2,1,1,2,3,0,3,2,1,0,0,0,5,3,0.55409664,0,0,0,0,0,0,0,0,1,29505,5017,155,690,1599,230,0,3,1,0,1,0,0,0,0,1,0,0,0,0
1,42,4,3,1,2,1,1,3,0,5,4,1,0,1,1,5,2,0.49059108,3,0,0,0,0,0,0,0,1,21367,4411,383,1112,958,349,0,4,1,0,1,0,0,0,0,1,0,0,0,0
